Data;ISPB;Nome;NaturezaUsuario;TipoChave;qtdChaves
31/03/2023;73398646;SOC CC SICOOB COOPERE;PF;CPF;4121
31/05/2023;2275781;CCM SERV FEDERAIS NA PARAAçBA - SICOOB COOPERCRET;PF;Celular;207
31/08/2023;7237373;BCO DO NORDESTE DO BRASIL SA;PJ;Celular;8405
31/08/2023;8044854;CC DO CENTRO DO ESTADO DE RONDAîNIA;PJ;Celular;1290
31/08/2023;72257793;SICREDI CEARAÅ;PF;Aleatoria;6946
30/04/2023;80959638;CCLA MEIO OESTE CATARINENSE;PJ;Celular;251
30/04/2023;73092827;CCM SERV MIN EDUC SAO PAULO;PF;Aleatoria;142
31/07/2023;1073966;CCR DE ABELARDO LUZ;PJ;Aleatoria;141
31/07/2023;58160789;BCO SAFRA SA;PF;Celular;49668
31/05/2023;4632856;CREDISIS - CENTRAL DE COOPERATIVAS DE CREDITO LTDA;PJ;e-mail;2
30/06/2023;6078926;COOP SICREDI CREDENOREG;PF;CPF;882
31/07/2023;4876393;CCLA TRAäS FRONTEIRAS;PJ;e-mail;1109
31/07/2023;8844074;CC DE ITAPETININGA - SICOOB CRED-ACI;PJ;Celular;69
31/05/2023;89990501;COOP SICREDI IBIRAIARAS RS/MG;PF;Celular;11694
31/05/2023;2794761;CECM SERV UNIV FED VI«OSA;PJ;Aleatoria;25
28/02/2023;33264668;BCO XP SA;PF;Celular;91245
31/03/2023;25528753;CC CREDIVERDE;PJ;CNPJ;1646
31/07/2023;64739121;SICOOB CRED COPERCANA;PF;Celular;939
31/07/2023;1374196;CC SAO FRANCISCO DE SALES LTDA;PJ;e-mail;10
30/06/2023;87795639;COOP SICREDI ALIANCA RS/SC;PJ;Aleatoria;6922
30/04/2023;97259253;CECM MADICOS PLANALTO MADIO RS - CREDISIS/CREDIPLAN;PJ;e-mail;28
31/05/2023;4886317;COOP SICREDI CREDJURIS;PF;Aleatoria;132
31/01/2023;21670187;CC CREDIBOM;PF;e-mail;1255
31/03/2023;33615055;CCLA ANAÅPOLIS E REGIAO;PF;CPF;1163
30/04/2023;81607046;CCLAA SAO MIGUEL DO OESTE;PF;Aleatoria;6708
31/01/2023;71479653;UNICRED CAMINHO NOVO;PF;Aleatoria;279
31/05/2023;3461243;CC DO NORTE CATARINENSE;PF;Aleatoria;9813
31/07/2023;9512539;CC DA FOZ DO RIO ITAJAAç AAáU;PF;Celular;14425
28/02/2023;5582619;CC SICOOB OURO VERDE;PJ;e-mail;2168
31/08/2023;53236808;CCLA DE ARARAQUARA E REGIAO;PJ;e-mail;247
31/05/2023;78825023;CCLAA OESTE CATARINENSE;PF;Aleatoria;1662
31/05/2023;13935893;CELCOIN IP SA;PF;CPF;21237
31/05/2023;7122321;CC INTEGRADO - SICOOB INTEGRADO;PJ;Celular;1337
31/08/2023;47074323;SICOOB CREDICONSUMO CC;PF;CPF;4700
28/02/2023;16501555;STONE IP SA;PJ;e-mail;89747
30/04/2023;25743311;CCLA CARMO DO RIO CLARO;PF;CPF;959
30/06/2023;26408187;COOP SICREDI PANTANAL;PJ;Aleatoria;953
31/07/2023;13059145;BEXS BCO DE CAMBIO SA;PJ;CNPJ;1
31/08/2023;5211129;COOP CRESOL CENTRO NORTE;PF;Celular;672
31/03/2023;7946216;CCLA SICOOB UNIAO SUDESTE;PF;e-mail;216
31/03/2023;2335109;CCLA ZONA DA MATA LTDA;PJ;e-mail;859
31/07/2023;5494591;COOP CRESOL NASCENTE;PJ;Celular;140
28/02/2023;1796302;UNICRED REGIAO DOS VALES;PF;Celular;1285
31/05/2023;41707258;CCLA SANTO ANTONIO DO MONTE;PF;Aleatoria;1760
31/08/2023;5969937;CCMS MUNICIPAIS DE BEBEDOURO;PJ;CNPJ;1
31/03/2023;1703620;CCLA UNIAO CENTRO OESTE MINAS;PF;Aleatoria;1602
31/07/2023;3632872;SICOOB CREDISUL;PJ;CNPJ;11185
31/03/2023;19540550;ASAAS IP SA;PF;CPF;1455
28/02/2023;4120633;SICOOB EMPRESAS RJ;PF;e-mail;598
31/03/2023;1526924;UNICRED HORIZONTES;PJ;Aleatoria;76
28/02/2023;10143743;CREVISC;PF;CPF;4862
31/07/2023;33264668;BCO XP SA;PF;Celular;147424
31/03/2023;4350225;COOP CRESOL TRADICAO;PF;e-mail;1010
31/01/2023;1609345;CC CREDICAMPINA;PF;Celular;722
31/01/2023;1722480;QUERO-QUERO VERDECARD IP SA;PF;CPF;5842
28/02/2023;4261151;COOP CRESOL TRANSFORMACAO;PJ;Celular;219
31/07/2023;4622657;COOP CRESOL GERACOES;PF;CPF;2589
31/03/2023;70241658;SICREDI RECIFE;PJ;CNPJ;751
30/04/2023;39231527;UNICRED COSTA DO SOL RJ;PF;CPF;413
31/08/2023;26549311;COOP SICREDI INTEGRACAO MT/AP/PA;PF;Aleatoria;22785
28/02/2023;21661202;CC CREDICAMPO LTDA;PF;e-mail;675
28/02/2023;32615247;CC SICOOB COOPEC LTDA;PJ;CNPJ;172
31/08/2023;1187961;CC DISTRITO FEDERAL E ENTORNO;PJ;e-mail;392
31/07/2023;2405189;COOP AöNILOS;PF;Aleatoria;2352
31/07/2023;3323840;BCO ALFA SA;PJ;CNPJ;3
30/06/2023;7469260;CC CREDIFIEMG;PJ;CNPJ;646
31/01/2023;4572960;CECM MILITARES ESTADUAIS DE SC;PF;Aleatoria;566
31/08/2023;97259253;CECM MADICOS PLANALTO MADIO RS - CREDISIS/CREDIPLAN;PF;e-mail;164
30/04/2023;4632856;CREDISIS - CENTRAL DE COOPERATIVAS DE CREDITO LTDA;PJ;CNPJ;4
28/02/2023;9330158;COOP CRESOL TREZE DE MAIO;PF;e-mail;230
30/04/2023;81466286;SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP;PJ;e-mail;2800
31/08/2023;22656789;CC CREDISUDESTE LTDA;PF;e-mail;2469
31/03/2023;4715685;CCM DESP TRAÇNS SC E RS;PJ;Aleatoria;62
28/02/2023;5241145;COOP CRESOL GETULIO VARGAS;PJ;Celular;74
30/04/2023;9552111;CC JUST GOIAS E CELG;PJ;Aleatoria;109
31/03/2023;5582619;CC SICOOB OURO VERDE;PF;CPF;11168
30/04/2023;4307598;FIDUCIA SCMEPP LTDA;PF;e-mail;53
31/01/2023;21661202;CC CREDICAMPO LTDA;PF;CPF;3201
30/06/2023;65239402;CC UNIAO DO CENTRO OESTE DE MINAS;PJ;Aleatoria;184
31/07/2023;10262276;CCLA DO ESTADO DE SAO PAULO - SICOOB PAULISTA;PF;Celular;3642
31/01/2023;68987;CC ARACREDI LTDA;PJ;CNPJ;1229
28/02/2023;20855875;NEON PAGAMENTOS SA IP;PJ;Aleatoria;398837
31/07/2023;32467086;SICOOB SUL;PF;CPF;16070
31/08/2023;25536764;CC CREDPLUS;PJ;CNPJ;1300
31/01/2023;60850229;OMNI BANCO SA;PJ;e-mail;48
30/04/2023;54037916;CC CREDICITRUS;PJ;Celular;3285
30/04/2023;78825270;CCLA MAXI ALFA;PF;Aleatoria;18909
31/05/2023;57647653;COOP SICREDI FORCA DOS VENTOS;PJ;CNPJ;1129
31/05/2023;35523352;BEES BANK INSTITUICAO DE PAGAM;PJ;CNPJ;13139
31/03/2023;10808037;CC EMPRESARIOS DE MANAUS;PF;Aleatoria;65
31/01/2023;7669921;CCM SICOOB CREDIACISC;PJ;Celular;150
31/08/2023;7070495;COOP SICREDI EMPREENDEDORES;PF;Aleatoria;1382
30/06/2023;8624548;COOP CRESOL MINAS GERAIS;PJ;Aleatoria;469
31/01/2023;4120633;SICOOB EMPRESAS RJ;PF;e-mail;594
31/01/2023;869687;CCLA BOA ESPERANCA;PJ;Aleatoria;43
31/07/2023;971300;COOP CRESOL PIONEIRA;PF;Celular;5049
30/06/2023;5276770;COOP CRESOL FRONTEIRAS PR/SC/SP/ES;PJ;e-mail;436
31/05/2023;58497702;BCO LETSBANK SA;PJ;Celular;273
28/02/2023;37076205;SICOOB JUDICIAÅRIO;PF;CPF;1333
31/07/2023;5247312;COOP SICOOB BURITIS;PF;Celular;2946
30/06/2023;37076205;SICOOB JUDICIAÅRIO;PF;Aleatoria;2272
30/04/2023;4833655;CECM SICOOB METALCRED;PJ;Aleatoria;110
31/03/2023;25363615;CCLA SICOOB COOPJUS;PF;Celular;797
30/06/2023;1027058;CIELO IP SA;PF;Aleatoria;8917
28/02/2023;952415;SICOOB CREDFAZ;PJ;Aleatoria;305
31/07/2023;30723886;BCO MODAL SA;PF;Aleatoria;248369
31/01/2023;88471024;COOP SICREDI CENTRO LESTE RS;PF;e-mail;3252
28/02/2023;46642294;CCM EMPR DA EMBRAER;PF;Celular;1486
31/08/2023;2910987;COOP CRESOL CENTRO SUL RS/MS;PJ;Celular;769
31/08/2023;1760242;CCLA DE BH E CIDADES POLO DE MG;PF;Celular;2854
30/06/2023;71207740;CCR IRAI - SICOOB CREDIMIL;PJ;Celular;3
31/07/2023;3856113;F2B;PF;Aleatoria;1177
31/08/2023;25363615;CCLA SICOOB COOPJUS;PJ;e-mail;22
28/02/2023;8055016;COOP CRESOL INTERACAO;PJ;e-mail;73
31/01/2023;698609;CC NORTE E NOROESTE DE MINAS GERAIS;PF;Aleatoria;2389
30/04/2023;71230338;CCLA ARCOS;PJ;Celular;218
30/06/2023;90400888;BCO SANTANDER (BRASIL) SA;PJ;Celular;233883
31/05/2023;4247370;CC DE EMPRESARIOS;PF;Aleatoria;2598
28/02/2023;5247312;COOP SICOOB BURITIS;PF;Aleatoria;1883
28/02/2023;19468242;ZOOP MEIOS DE PAGAMENTO;PJ;Celular;20538
31/08/2023;71479653;UNICRED CAMINHO NOVO;PJ;e-mail;69
31/01/2023;10348181;COOP SICREDI VALE LITORAL SC;PF;CPF;23966
31/07/2023;1152097;CC CREDIMATA;PJ;Aleatoria;606
30/06/2023;10348181;COOP SICREDI VALE LITORAL SC;PF;Celular;18622
31/03/2023;89468565;COOP SICREDI REG PROD RS/SC/MG;PJ;Celular;1238
31/08/2023;5861932;CCM DOS ADVOGADOS DE SC;PF;Celular;2078
31/08/2023;78858107;CCLAA AURIVERDE-SICOOB CREDIAL;PJ;Aleatoria;402
30/06/2023;3662047;COOP SICREDI MP;PF;Aleatoria;42
31/03/2023;54190525;CECM SERV MUN REG METR VALE PARAIBA E LITORAL NORTE;PF;Celular;1863
31/01/2023;2602922;CC MAD, SERV PUBL E EMP DO NE LTDA;PJ;e-mail;214
28/02/2023;66262643;CCLA DE POMPEU LTDA;PF;Celular;2564
28/02/2023;33579731;CCLA CENTRO-SUL GOIANO;PF;Celular;1939
28/02/2023;36586946;BONUSPAGO SCD SA;PF;e-mail;57
31/01/2023;71297899;CCLA OESTE MINEIRO LTDA-SICOOB;PJ;Aleatoria;698
31/03/2023;4694278;CECM INTEG MF DP ESTADO RJ;PF;Celular;679
31/03/2023;84974278;COOP SICREDI IGUACU PR/SC/SP;PJ;Aleatoria;2910
31/05/2023;33924028;SICOOB COOPVALE;PF;Aleatoria;1159
31/01/2023;73422792;CCLA RUBIATABA REGIAO;PJ;Celular;695
31/01/2023;10319386;CCLA DO CENTRO SUL DE MS;PJ;e-mail;243
31/01/2023;4013172;CC SICOOB 3 COLINAS;PJ;Celular;674
31/01/2023;20520298;ADIQ;PF;e-mail;6
31/01/2023;1572667;COOP UNIPRIME SUL LTDA;PF;e-mail;261
31/03/2023;85291086;CC LITORAÇNEA;PF;Celular;9499
30/06/2023;24610065;CC SICOOB IPAä;PF;Celular;647
31/08/2023;27098060;BANCO DIGIO;PF;CPF;120347
30/06/2023;3320525;COOP ARACOOP LTDA - SICOOB ARACOOP;PF;Aleatoria;6885
31/03/2023;694877;COOP SICOOB EXECUTIVO LTDA;PJ;Aleatoria;241
31/01/2023;4174720;CC SICOOB COOPEMAR;PF;CPF;1471
31/03/2023;4414354;CCM DO ABC - COOPER 7;PF;e-mail;372
31/01/2023;3428338;SICREDI CREDUNI;PF;Celular;1521
28/02/2023;73750424;CECM UNICRED INTEGRACAO;PF;CPF;3886
30/06/2023;7252614;COOP CRESOL CONFIANCA;PJ;Celular;282
31/05/2023;5410056;COOP CRESOL LITORAL;PJ;Aleatoria;117
31/01/2023;5220232;COOP CRESOL CONEXOES;PF;Celular;2
31/05/2023;804046;COOP CREDICAPI LTDA - SICOOB CREDICAPI;PJ;CNPJ;385
31/05/2023;73647935;COOP UNIQUE BR LTDA;PJ;Aleatoria;865
31/08/2023;85291086;CC LITORAÇNEA;PJ;CNPJ;5097
31/03/2023;89990501;COOP SICREDI IBIRAIARAS RS/MG;PF;CPF;20247
31/08/2023;32024691;DOTZPAY IP;PJ;CNPJ;1
28/02/2023;3519240;CC PODER JUD E MP MG;PJ;Celular;7
31/07/2023;23273917;VALLOO PAGAMENTOS;PJ;Aleatoria;5
30/04/2023;4414354;CCM DO ABC - COOPER 7;PJ;Aleatoria;10
30/06/2023;33264668;BCO XP SA;PJ;Celular;3
31/07/2023;58022195;CECM EMPR EMP ZILLO LORENZETTI;PF;CPF;238
31/03/2023;3985375;CREDISIS SUDOESTE/RO;PJ;e-mail;139
28/02/2023;59588111;BCO VOTORANTIM SA;PF;Celular;109
31/07/2023;23949522;CC CREDICARPA;PJ;CNPJ;693
28/02/2023;5269976;COOP CRESOL MAIS;PJ;CNPJ;172
31/03/2023;53236808;CCLA DE ARARAQUARA E REGIAO;PF;CPF;1149
31/05/2023;42887133;CCLA REG SUDESTE MG;PJ;Aleatoria;118
31/01/2023;5425526;COOP CRESOL DESENVOLVIMENTO;PF;e-mail;324
31/08/2023;13935893;CELCOIN IP SA;PJ;Aleatoria;2198
30/06/2023;89126130;COOP SICREDI REGIAO DOS VALES;PF;Aleatoria;5379
31/05/2023;54403563;BCO ARBI SA;PJ;CNPJ;37
31/03/2023;3459850;CC SICOOB METROPOLITANO;PJ;Aleatoria;4853
31/01/2023;94433109;CECM MAD DE PORTO ALEGRE;PF;Celular;4232
31/03/2023;73398646;SOC CC SICOOB COOPERE;PJ;e-mail;476
31/05/2023;2275781;CCM SERV FEDERAIS NA PARAAçBA - SICOOB COOPERCRET;PF;e-mail;152
31/08/2023;7237373;BCO DO NORDESTE DO BRASIL SA;PJ;e-mail;16396
31/08/2023;8044854;CC DO CENTRO DO ESTADO DE RONDAîNIA;PJ;CNPJ;4897
31/08/2023;72257793;SICREDI CEARAÅ;PF;Celular;5826
30/04/2023;80959638;CCLA MEIO OESTE CATARINENSE;PF;Celular;1929
31/07/2023;7599206;CCLA DA REGIAO METROPOLITANA DE GOIAÇNIA LTDA;PJ;Celular;694
31/07/2023;1073966;CCR DE ABELARDO LUZ;PJ;CNPJ;405
31/07/2023;58160789;BCO SAFRA SA;PF;Aleatoria;172489
31/08/2023;3645752;CC CREDISG;PF;CPF;2403
30/06/2023;6078926;COOP SICREDI CREDENOREG;PJ;e-mail;24
31/07/2023;4876393;CCLA TRAäS FRONTEIRAS;PF;Celular;6506
31/07/2023;8844074;CC DE ITAPETININGA - SICOOB CRED-ACI;PJ;CNPJ;283
31/05/2023;89990501;COOP SICREDI IBIRAIARAS RS/MG;PJ;Celular;656
31/08/2023;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;PJ;Celular;1414
28/02/2023;86564051;CC NOROESTE DE MINAS;PF;Celular;2878
31/03/2023;25528753;CC CREDIVERDE;PF;Aleatoria;1630
31/07/2023;64739121;SICOOB CRED COPERCANA;PJ;Celular;4
31/07/2023;54403563;BCO ARBI SA;PF;e-mail;23924
30/06/2023;87795639;COOP SICREDI ALIANCA RS/SC;PJ;CNPJ;11578
30/04/2023;97259253;CECM MADICOS PLANALTO MADIO RS - CREDISIS/CREDIPLAN;PF;CPF;95
31/05/2023;4886317;COOP SICREDI CREDJURIS;PJ;Aleatoria;7
31/01/2023;21670187;CC CREDIBOM;PJ;CNPJ;1770
30/06/2023;1009908;CCLA PARA DE MINAS;PJ;Aleatoria;225
30/04/2023;81607046;CCLAA SAO MIGUEL DO OESTE;PJ;CNPJ;8559
31/01/2023;71479653;UNICRED CAMINHO NOVO;PF;Celular;511
31/05/2023;3461243;CC DO NORTE CATARINENSE;PJ;CNPJ;5060
31/07/2023;9512539;CC DA FOZ DO RIO ITAJAAç AAáU;PF;CPF;16499
28/02/2023;5582619;CC SICOOB OURO VERDE;PF;Celular;10184
31/08/2023;53236808;CCLA DE ARARAQUARA E REGIAO;PJ;CNPJ;1157
31/05/2023;78825023;CCLAA OESTE CATARINENSE;PF;Celular;3805
31/05/2023;13935893;CELCOIN IP SA;PF;Aleatoria;279015
31/05/2023;7122321;CC INTEGRADO - SICOOB INTEGRADO;PJ;CNPJ;4592
31/08/2023;47074323;SICOOB CREDICONSUMO CC;PF;Celular;3094
28/02/2023;16501555;STONE IP SA;PF;Celular;78336
31/03/2023;13370835;DOCK IP SA;PF;Celular;118699
31/07/2023;87781530;SICREDI INTEGRACAO DE ESTADOS RS/SC/MG;PJ;CNPJ;4639
30/06/2023;3985375;CREDISIS SUDOESTE/RO;PJ;Aleatoria;150
31/08/2023;5211129;COOP CRESOL CENTRO NORTE;PJ;Celular;163
31/03/2023;7946216;CCLA SICOOB UNIAO SUDESTE;PF;CPF;232
31/03/2023;2335109;CCLA ZONA DA MATA LTDA;PJ;Aleatoria;987
31/07/2023;5494591;COOP CRESOL NASCENTE;PJ;CNPJ;409
28/02/2023;1796302;UNICRED REGIAO DOS VALES;PJ;e-mail;279
31/05/2023;41707258;CCLA SANTO ANTONIO DO MONTE;PJ;Aleatoria;255
31/08/2023;5969937;CCMS MUNICIPAIS DE BEBEDOURO;PF;Aleatoria;92
31/03/2023;1703620;CCLA UNIAO CENTRO OESTE MINAS;PJ;Aleatoria;264
31/07/2023;3632872;SICOOB CREDISUL;PF;CPF;24190
31/03/2023;19540550;ASAAS IP SA;PF;Celular;3752
28/02/2023;4120633;SICOOB EMPRESAS RJ;PF;CPF;579
31/03/2023;1526924;UNICRED HORIZONTES;PF;Aleatoria;241
28/02/2023;10143743;CREVISC;PF;Celular;2954
31/07/2023;33264668;BCO XP SA;PF;CPF;79067
31/03/2023;4350225;COOP CRESOL TRADICAO;PJ;e-mail;605
31/01/2023;1609345;CC CREDICAMPINA;PJ;e-mail;17
31/01/2023;1722480;QUERO-QUERO VERDECARD IP SA;PJ;e-mail;6
28/02/2023;4261151;COOP CRESOL TRANSFORMACAO;PF;Aleatoria;620
31/07/2023;4622657;COOP CRESOL GERACOES;PF;e-mail;1133
31/03/2023;70241658;SICREDI RECIFE;PF;e-mail;1793
30/04/2023;39231527;UNICRED COSTA DO SOL RJ;PF;e-mail;354
31/08/2023;26549311;COOP SICREDI INTEGRACAO MT/AP/PA;PF;CPF;31543
28/02/2023;21661202;CC CREDICAMPO LTDA;PF;CPF;3228
28/02/2023;32615247;CC SICOOB COOPEC LTDA;PJ;Aleatoria;78
31/08/2023;1187961;CC DISTRITO FEDERAL E ENTORNO;PF;Aleatoria;2629
30/04/2023;87900411;COOP SICREDI ESPUMOSO RS/MG;PF;CPF;9738
31/07/2023;3323840;BCO ALFA SA;PJ;Aleatoria;6
30/06/2023;7469260;CC CREDIFIEMG;PF;Aleatoria;135
31/01/2023;4572960;CECM MILITARES ESTADUAIS DE SC;PJ;CNPJ;462
31/08/2023;97259253;CECM MADICOS PLANALTO MADIO RS - CREDISIS/CREDIPLAN;PJ;CNPJ;118
30/04/2023;4632856;CREDISIS - CENTRAL DE COOPERATIVAS DE CREDITO LTDA;PJ;Celular;1
28/02/2023;9330158;COOP CRESOL TREZE DE MAIO;PJ;Celular;44
30/04/2023;81466286;SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP;PF;e-mail;13740
31/08/2023;22656789;CC CREDISUDESTE LTDA;PF;CPF;7329
28/02/2023;5241145;COOP CRESOL GETULIO VARGAS;PF;CPF;653
30/04/2023;9552111;CC JUST GOIAS E CELG;PF;Celular;571
31/03/2023;5582619;CC SICOOB OURO VERDE;PJ;Aleatoria;2758
30/04/2023;4307598;FIDUCIA SCMEPP LTDA;PF;Aleatoria;127
31/01/2023;21661202;CC CREDICAMPO LTDA;PF;Aleatoria;912
30/06/2023;65239402;CC UNIAO DO CENTRO OESTE DE MINAS;PJ;e-mail;165
31/07/2023;10262276;CCLA DO ESTADO DE SAO PAULO - SICOOB PAULISTA;PF;CPF;3799
31/01/2023;68987;CC ARACREDI LTDA;PJ;Aleatoria;271
28/02/2023;20855875;NEON PAGAMENTOS SA IP;PF;e-mail;1334333
31/07/2023;32467086;SICOOB SUL;PJ;Aleatoria;3208
31/08/2023;25536764;CC CREDPLUS;PJ;e-mail;284
31/01/2023;60850229;OMNI BANCO SA;PF;Celular;1193
30/04/2023;54037916;CC CREDICITRUS;PF;CPF;33618
30/04/2023;78825270;CCLA MAXI ALFA;PF;CPF;47960
31/05/2023;57647653;COOP SICREDI FORCA DOS VENTOS;PF;e-mail;928
31/05/2023;35523352;BEES BANK INSTITUICAO DE PAGAM;PF;Aleatoria;76391
31/03/2023;10808037;CC EMPRESARIOS DE MANAUS;PF;CPF;56
31/01/2023;7669921;CCM SICOOB CREDIACISC;PF;Aleatoria;82
31/08/2023;7070495;COOP SICREDI EMPREENDEDORES;PF;Celular;1103
30/06/2023;8624548;COOP CRESOL MINAS GERAIS;PJ;e-mail;370
31/01/2023;4120633;SICOOB EMPRESAS RJ;PF;Aleatoria;1765
31/01/2023;869687;CCLA BOA ESPERANCA;PF;Celular;806
30/04/2023;81292278;CC ORIGINAL - SICOOB ORIGINAL;PJ;Aleatoria;315
30/06/2023;5276770;COOP CRESOL FRONTEIRAS PR/SC/SP/ES;PF;Aleatoria;1708
31/05/2023;58497702;BCO LETSBANK SA;PJ;e-mail;855
28/02/2023;37076205;SICOOB JUDICIAÅRIO;PF;e-mail;972
31/07/2023;5247312;COOP SICOOB BURITIS;PJ;e-mail;564
30/06/2023;37076205;SICOOB JUDICIAÅRIO;PF;e-mail;1066
28/02/2023;70038237;COOP SICREDI RIO GRANDE DO NORTE;PJ;Aleatoria;2509
31/03/2023;25363615;CCLA SICOOB COOPJUS;PF;e-mail;591
30/06/2023;1027058;CIELO IP SA;PJ;Aleatoria;410708
28/02/2023;952415;SICOOB CREDFAZ;PJ;CNPJ;999
31/07/2023;30723886;BCO MODAL SA;PF;CPF;22497
31/03/2023;71336432;SICOOB CREDIMED - CCLA DE UBERABA LTDA;PJ;CNPJ;187
28/02/2023;46642294;CCM EMPR DA EMBRAER;PF;Aleatoria;3013
31/08/2023;2910987;COOP CRESOL CENTRO SUL RS/MS;PF;e-mail;1505
31/08/2023;7320890;COOP CRESOL VALE;PF;Celular;1003
31/07/2023;3856113;F2B;PJ;Aleatoria;774
31/08/2023;25363615;CCLA SICOOB COOPJUS;PF;CPF;1300
28/02/2023;8055016;COOP CRESOL INTERACAO;PJ;Celular;103
31/01/2023;698609;CC NORTE E NOROESTE DE MINAS GERAIS;PJ;Celular;1225
30/04/2023;71230338;CCLA ARCOS;PJ;e-mail;102
30/06/2023;90400888;BCO SANTANDER (BRASIL) SA;PJ;CNPJ;1126125
31/05/2023;4247370;CC DE EMPRESARIOS;PJ;Aleatoria;528
28/02/2023;5247312;COOP SICOOB BURITIS;PF;CPF;2562
28/02/2023;19468242;ZOOP MEIOS DE PAGAMENTO;PJ;CNPJ;48522
31/08/2023;71479653;UNICRED CAMINHO NOVO;PJ;Aleatoria;79
31/01/2023;10348181;COOP SICREDI VALE LITORAL SC;PJ;Aleatoria;3415
31/07/2023;1152097;CC CREDIMATA;PF;Aleatoria;1999
30/06/2023;10348181;COOP SICREDI VALE LITORAL SC;PF;e-mail;9249
31/03/2023;89468565;COOP SICREDI REG PROD RS/SC/MG;PJ;e-mail;925
31/08/2023;5861932;CCM DOS ADVOGADOS DE SC;PJ;Celular;234
31/08/2023;78858107;CCLAA AURIVERDE-SICOOB CREDIAL;PF;CPF;9647
30/06/2023;3662047;COOP SICREDI MP;PF;e-mail;66
31/03/2023;54190525;CECM SERV MUN REG METR VALE PARAIBA E LITORAL NORTE;PF;CPF;2791
31/01/2023;2602922;CC MAD, SERV PUBL E EMP DO NE LTDA;PJ;Celular;208
28/02/2023;66262643;CCLA DE POMPEU LTDA;PJ;CNPJ;788
28/02/2023;33579731;CCLA CENTRO-SUL GOIANO;PF;Aleatoria;914
28/02/2023;36586946;BONUSPAGO SCD SA;PJ;e-mail;2
31/01/2023;71297899;CCLA OESTE MINEIRO LTDA-SICOOB;PF;Aleatoria;716
31/03/2023;4694278;CECM INTEG MF DP ESTADO RJ;PJ;e-mail;60
31/03/2023;84974278;COOP SICREDI IGUACU PR/SC/SP;PF;e-mail;3382
31/05/2023;33924028;SICOOB COOPVALE;PF;CPF;681
31/01/2023;73422792;CCLA RUBIATABA REGIAO;PJ;e-mail;252
31/01/2023;10319386;CCLA DO CENTRO SUL DE MS;PF;e-mail;437
31/01/2023;4013172;CC SICOOB 3 COLINAS;PF;Celular;1639
31/01/2023;1572667;COOP UNIPRIME SUL LTDA;PJ;CNPJ;238
31/03/2023;85291086;CC LITORAÇNEA;PJ;e-mail;607
30/06/2023;24610065;CC SICOOB IPAä;PJ;e-mail;161
31/08/2023;27098060;BANCO DIGIO;PF;e-mail;301902
30/06/2023;3320525;COOP ARACOOP LTDA - SICOOB ARACOOP;PF;CPF;14266
31/03/2023;694877;COOP SICOOB EXECUTIVO LTDA;PJ;Celular;130
31/01/2023;4174720;CC SICOOB COOPEMAR;PJ;e-mail;139
31/01/2023;71336432;SICOOB CREDIMED - CCLA DE UBERABA LTDA;PF;CPF;1166
28/02/2023;5545390;CC SICREDI COOMAMP;PJ;e-mail;2
30/06/2023;7252614;COOP CRESOL CONFIANCA;PJ;CNPJ;548
31/05/2023;5410056;COOP CRESOL LITORAL;PJ;e-mail;91
30/06/2023;80160260;CCC SICOOB CENTRAL SC/RS;PJ;e-mail;4
31/05/2023;804046;COOP CREDICAPI LTDA - SICOOB CREDICAPI;PF;e-mail;312
31/05/2023;73647935;COOP UNIQUE BR LTDA;PJ;CNPJ;1400
30/06/2023;25404542;CCLA VALE DO GORUTUBA;PJ;Celular;435
31/03/2023;89990501;COOP SICREDI IBIRAIARAS RS/MG;PF;Celular;10925
30/04/2023;10143499;CCLA JATAAç E REGIAO;PJ;e-mail;159
31/07/2023;3461243;CC DO NORTE CATARINENSE;PF;e-mail;7752
31/07/2023;23273917;VALLOO PAGAMENTOS;PF;Celular;50
30/04/2023;4414354;CCM DO ABC - COOPER 7;PJ;Celular;1
30/06/2023;33264668;BCO XP SA;PJ;e-mail;8
31/07/2023;58022195;CECM EMPR EMP ZILLO LORENZETTI;PF;Aleatoria;192
31/03/2023;3985375;CREDISIS SUDOESTE/RO;PF;e-mail;424
28/02/2023;59588111;BCO VOTORANTIM SA;PJ;Aleatoria;152
31/07/2023;23949522;CC CREDICARPA;PJ;e-mail;89
28/02/2023;5269976;COOP CRESOL MAIS;PJ;Aleatoria;39
31/03/2023;53236808;CCLA DE ARARAQUARA E REGIAO;PJ;e-mail;211
31/05/2023;42887133;CCLA REG SUDESTE MG;PF;CPF;815
31/01/2023;5425526;COOP CRESOL DESENVOLVIMENTO;PJ;CNPJ;249
31/08/2023;13935893;CELCOIN IP SA;PJ;Celular;2
30/06/2023;89126130;COOP SICREDI REGIAO DOS VALES;PF;CPF;26191
31/05/2023;54403563;BCO ARBI SA;PJ;Aleatoria;522
31/03/2023;3459850;CC SICOOB METROPOLITANO;PF;Celular;19435
31/01/2023;94433109;CECM MAD DE PORTO ALEGRE;PJ;Celular;351
31/03/2023;73398646;SOC CC SICOOB COOPERE;PF;Celular;4243
28/02/2023;1705236;UNICRED PROSPERAR;PF;e-mail;502
31/08/2023;7237373;BCO DO NORDESTE DO BRASIL SA;PF;CPF;597186
